lat,lon,name,בעלות,כתובת,לשכת בריאות,מנהל,מס' טלפון,מס' פקס,נפה,סוג,עיר/ישוב,קוד מוסד
31.2498577,34.7812321,"מרכז סיעודי איתנים בע""מ",פרטי,"העליה 3 א',ב""ש",לשכת בריאות באר שבע,"ד""ר וינר איגור",08-6199770,08-6199775,באר שבע,מוסדות סיעוד גריאטרים,באר שבע,237C7
32.0789543,34.8824208,מרכז סיעודי נאות השרון,פרטי,"קק""ל ,6פ""ת",לשכת בריאות פתח תקווה,"ד""ר גלצר גריגורי",03-9088373,,פתח תקווה,מוסדות סיעוד גריאטרים,פתח תקוה,237B1
31.4202777,34.5779208,מרכז פיס סיעודי נתיבות,ציבורי,"שד' ירושלים ,168 ת.ד. 6908",לשכת בריאות באר שבע,"ד""ר שטרנברג יהודה",08-9933911,08-9933877,באר שבע,מוסדות סיעוד גריאטרים,נתיבות,236B0
32.0477955,34.8438634,מרכז רמת גן לחקר וסיעוד נפגעי אלצהיימר,ציבורי,"אהרון קציר ,1 תל השומר",לשכת בריאות תל אביב-יפו,"ד""ר נוה אלונה",03-5342221,03-5742551,תל-אביב,מוסדות סיעוד גריאטרים,רמת גן,23694
32.0700804,34.7941446,מרכז רפואי שקומי רעות תל אביב,ציבורי,ת.ד. 9264 תל אביב,לשכת בריאות תל אביב-יפו,"ד""ר אלבוקרק דב דוד",054-6791826,03-6383661,תל-אביב,מוסדות סיעוד גריאטרים,תל אביב-יפו,23602
32.3059233,34.854655,משכנות אחוזת השרון (לשעבר בית באחוזת השרון),פרטי,בן יהודה 28,לשכת בריאות נתניה,"ד""ר פריאב דוד",09-8321939,,השרון,מוסדות סיעוד גריאטרים,נתניה,237J6
31.9221915,34.7940766,נאות המושבה,פרטי,הפטיש 6,לשכת בריאות רחובות,"ד""ר לוי גורג שמואל",08-9305305,08-9407697,רחובות,מוסדות סיעוד גריאטרים,נס ציונה,237G3
31.928459,34.8740581,"נאות מרגוע ל.ב. בע""מ",פרטי,האצל 7,לשכת בריאות רמלה,"ד""ר צימרינג רגינה",08-9403561,,רמלה,מוסדות סיעוד גריאטרים,רמלה,237L8
31.7590227,35.2058237,נוה הורים - מושב זקנים המאוחד,ציבורי,"רח' מעלה זאב ,3סן סימון",לשכת בריאות ירושלים,"ד""ר שפיצ'ינצקי ולדיסלב",02-6403333,02-6792504,ירושלים,מוסדות סיעוד גריאטרים,ירושלים,23604
32.0730777,34.9022678,נוה רעיה (א.ז. 2006),פרטי,"כנסת ישראל ,23 שעריה",לשכת בריאות פתח תקווה,"ד""ר קיפניס מריה",050-7263958,04-6958127,פתח תקווה,מוסדות סיעוד גריאטרים,פתח תקוה,237H7
31.2504392,34.8023591,נווה שבא השלום,פרטי,יד ושם 18,לשכת בריאות באר שבע,"ד""ר קלסוב לאונורה",08-6232242,08-6209454,באר שבע,מוסדות סיעוד גריאטרים,באר שבע,237J2
31.2504392,34.8023591,נווה שבא השלום,פרטי,יד ושם 18,לשכת בריאות באר שבע,"ד""ר קלסוב לאונורה",08-6232242,08-6209454,באר שבע,מוסדות סיעוד גריאטרים,באר שבע,237J2
31.7903277,34.6466749,נווה שבא סיטי,פרטי,העצמאות 63 א,לשכת בריאות אשקלון,"ד""ר פרלוב זויה",08-8548800,08-8548829,אשקלון,מוסדות סיעוד גריאטרים,אשדוד,237I8
32.0877002,34.8179228,נוף חן,פרטי,משה שרת 38,לשכת בריאות תל אביב-יפו,"ד""ר קפלן ארנולד",03-5757175,03-5757555,תל-אביב,מוסדות סיעוד גריאטרים,רמת גן,237M7
31.768319,35.21371,נופי גילה (סיעודי) (לשעבר טנדר לאבינג קר),פרטי,הרב אונטרמן 5,לשכת בריאות ירושלים,"ד""ר שפיצ'ינצקי ולדיסלב",02-7612246,02-6775448,ירושלים,מוסדות סיעוד גריאטרים,ירושלים,237N2
32.1740484,34.80799620000001,סיעודית שבעת הכוכבים,פרטי,נילי 51,לשכת בריאות תל אביב-יפו,פרופ' ירצקי אברהם,09-9610050,09-9610041,תל-אביב,מוסדות סיעוד גריאטרים,הרצליה,237C8
31.9542104,34.8060573,עד 120 ראשון לציון,פרטי,סמילנסקי 40,לשכת בריאות רחובות,"ד""ר ליאונוב יובל",054-9008407,03-9672646,רחובות,מוסדות סיעוד גריאטרים,ראשון לציון,237M9
32.1139053,34.8403561,עד 120 רמת החייל,פרטי,ראול וולנברג 32,לשכת בריאות תל אביב-יפו,"ד""ר חלבה אהרן",054-9008494,,תל-אביב,מוסדות סיעוד גריאטרים,תל אביב-יפו,237M5
31.7918052,35.2024187,"על""ה ירושלים",ציבורי,הרקמה 9,לשכת בריאות ירושלים,"ד""ר דכטיאר נטליה",02-5011000,02-5011001,ירושלים,מוסדות סיעוד גריאטרים,ירושלים,236A4
31.311337,34.622824,עלי נגב לשיקום ופיתוח,ציבורי,ת.ד. 771 אופקים,לשכת בריאות באר שבע,"ד""ר בלומנטל אלכסנדר",0732360555,,באר שבע,מוסדות סיעוד גריאטרים,אפקים,236A3
32.1843364,34.8531785,עמל בשרון (לשעבר עמל סיעודית רעננה),פרטי,"אחוזה ,301 מול הפארק",לשכת בריאות פתח תקווה,"ד""ר אוצ'רטני אירינה",09-7745733,,פתח תקווה,מוסדות סיעוד גריאטרים,רעננה,237K4
,,עמל טבריה (לשעבר נאות טבריה),פרטי,"גמזו ,132 קרית משה ג', ת.ד. 1624",לשכת בריאות טבריה,"ד""ר אבו ריא ספואת",054-9292367,04-6715757,כנרת,מוסדות סיעוד גריאטרים,טבריה,237O0
31.7677667,35.2966259,עמל ירושלים (לשעבר הוד אדומים),פרטי,השיקמה 3,לשכת בריאות ירושלים,פרופ' שטסמן יוחנן,054-2656456,02-5903844,ירושלים,מוסדות סיעוד גריאטרים,מעלה אדמים,237C1
32.0737114,34.8183202,פנסיון בית גלבוע,פרטי,בן גוריון 190,לשכת בריאות תל אביב-יפו,"ד""ר בוטורלין איגור",054-7806869,,תל-אביב,מוסדות סיעוד גריאטרים,גבעתים,237O1
32.7871954,34.9843186,ראשוני הכרמל (לשעבר בית הורים של ארגון עולי מרכז אירופה),ציבורי,רחוב מאפו 5-7,לשכת בריאות חיפה,"ד""ר זפרוב ילנה",04-8243611,04-8345988,חיפה,מוסדות סיעוד גריאטרים,חיפה,23629
,,בית חולים אלין - מרכז לשיקום ילדים ונוער,ציבורי,"רח' שמריהו לוין,ת.ד 9117 קריית יובל",לשכת בריאות ירושלים,"ד""ר בארי מורית אילנה",02-6494323,,ירושלים,מוסדות שיקום,ירושלים,25601
32.1847942,34.8555134,בית חולים בית לוינשטיין,כללית,"רח' אחוזה ,278 ת.ד. 3",לשכת בריאות פתח תקווה,פרופ' כץ עמירם,09-7709090,09-7709019,פתח תקווה,מוסדות שיקום,רעננה,25301
,,"בית אחדות, קיבוץ אשדות יעקב איחוד",פרטי,"ק. אשדות יעקב איחוד, עמק הירדן",לשכת בריאות טבריה,"ד""ר לודז'בסקי שני ורה",04-6756268,,כנרת,מחלקות סיעודיות בקיבוצים,אשדות יעקב אחוד,24684
,,"בית האגם, קיבוץ חולתה",פרטי,"קיבוץ חולתה, ד.נ. גליל עליון",לשכת בריאות צפת,"ד""ר סטפן יורי",054-9292413,04-6915994,צפת,מחלקות סיעודיות בקיבוצים,חולתה,24701
31.55698499999999,34.646547,"בית חיל, קיבוץ ברור חיל",פרטי,קיבוץ ברור חיל,לשכת בריאות אשקלון,"ד""ר מוגילבסקי גלינה",054-9292301,,אשקלון,מחלקות סיעודיות בקיבוצים,ברור חיל,24702
32.749983,34.957717,"בית מיכל, קיבוץ החותרים",פרטי,ד.נ. חוף הכרמל,לשכת בריאות חדרה,"ד""ר בדיץ' אירינה",04-8302523,,חדרה,מחלקות סיעודיות בקיבוצים,החותרים,24703
,,"בית שקמה, קיבוץ עמיר",פרטי,"קיבוץ עמיר, ד.נ. גליל עליון",לשכת בריאות צפת,"ד""ר אבו ג'בל כמאל",04-6954400,,צפת,מחלקות סיעודיות בקיבוצים,עמיר,24704
,,"בית שקמה, קיבוץ עמיר",פרטי,"קיבוץ עמיר, ד.נ. גליל עליון",לשכת בריאות צפת,"ד""ר אבו ג'בל כמאל",04-6954400,,צפת,מחלקות סיעודיות בקיבוצים,עמיר,24704
,,"מחלקה סיעודית בית אלה, קיבוץ דפנה",פרטי,ד. נ. גליל עליון,לשכת בריאות צפת,"ד""ר אבו סאלח ג'האד",04-6901614,06-6945771,צפת,מחלקות סיעודיות בקיבוצים,דפנה,24669
31.86661,34.802254,"מחלקה סיעודית בית אלמוג, קיבוץ גבעת ברנר",פרטי,קיבוץ גבעת ברנר,לשכת בריאות רחובות,"ד""ר חן ארצ'יל",08-8691522,08-8690469,רחובות,מחלקות סיעודיות בקיבוצים,גבעת ברנר,24712
32.67656,35.213151,"מחלקה סיעודית בית אשל, קיבוץ גבת",פרטי,"קיבוץ גבת,עמק יזרעאל",לשכת בריאות עפולה,"ד""ר סרור חנא",04-6549462,04-6549807,יזרעאל,מחלקות סיעודיות בקיבוצים,גבת,24605
32.158797,34.831876,"מחלקה סיעודית בית גיל ים, קיבוץ גליל ים",פרטי,קיבוץ גליל ים,לשכת בריאות תל אביב-יפו,"ד""ר סילצקי אלכסנדר",09-9528945,09-9528959,תל-אביב,מחלקות סיעודיות בקיבוצים,גליל ים,24670
32.077299,34.849206,"מחלקה סיעודית בית דורות, קיבוץ גן שמואל",פרטי,קיבוץ גן שמואל ד.נ. חפר,לשכת בריאות חדרה,"ד""ר ז'לודקוב סבטלנה",04-6320005,04-6320007,חדרה,מחלקות סיעודיות בקיבוצים,גן שמואל,24631
32.621205,35.550376,"מחלקה סיעודית בית דורות, קיבוץ גשר",פרטי,עמק הירדן,לשכת בריאות עפולה,"ד""ר לודז'בסקי שני ורה",050-4599291,04-6753678,יזרעאל,מחלקות סיעודיות בקיבוצים,גשר,24660
,,"מחלקה סיעודית בית דורות, קיבוץ עין שמר",פרטי,קיבוץ עין שמר ד.נ. חפר,לשכת בריאות חדרה,"ד""ר קוזנצוב מילנה",04-6374166,,חדרה,מחלקות סיעודיות בקיבוצים,עין שמר,24676
,,"מחלקה סיעודית בית האורן, קיבוץ יד מרדכי",פרטי,"קיבוץ יד מרדכי, ד.נ. חוף אשקלון",לשכת בריאות אשקלון,"ד""ר מוגילבסקי גלינה",08-6720458,,אשקלון,מחלקות סיעודיות בקיבוצים,יד מרדכי,24680
32.610063,35.14267299999999,"מחלקה סיעודית בית הבריאות, קיבוץ משמר העמק",פרטי,קיבוץ משמר העמק,לשכת בריאות עפולה,"ד""ר וייס צבי",052-4479162,04-9896823,יזרעאל,מחלקות סיעודיות בקיבוצים,משמר העמק,24636
32.663059,35.224755,"מחלקה סיעודית בית הבריאות, קיבוץ שריד",פרטי,"קיבוץ שריד, עמק יזרעאל",לשכת בריאות עפולה,"ד""ר רבין אנטולי",04-6507550,04-6507268,יזרעאל,מחלקות סיעודיות בקיבוצים,שריד,24707
,,"מחלקה סיעודית בית הדקל, קיבוץ לוחמי הגטאות",פרטי,ד.ד. אשרת,לשכת בריאות עכו,"ד""ר זרקאוי איאד",04-9933211,,עכו,מחלקות סיעודיות בקיבוצים,לוחמי הגיטאות,24629
32.714209,35.562746,"מחלקה סיעודית בית הדר, קבוצת כנרת",פרטי,"קבוצת כנרת, עמק הירדן",לשכת בריאות טבריה,"ד""ר לודז'בסקי שני ורה",04-6759526,,כנרת,מחלקות סיעודיות בקיבוצים,כנרת קבוצה,24611
32.6995681,35.5931397,"מחלקה סיעודית בית הדר, קיבוץ שער הגולן",פרטי,"קיבוץ שער הגולן, ד.נ.עמק הירדן",לשכת בריאות טבריה,"ד""ר עברי שמעון",04-6753500,,כנרת,מחלקות סיעודיות בקיבוצים,שער הגולן,24618
32.783393,35.640119,"מחלקה סיעודית בית הקשיש, קיבוץ עין גב",פרטי,קיבוץ עין גב,לשכת בריאות טבריה,"ד""ר מושצקיה אסיה",04-6658084,04-6658542,כנרת,מחלקות סיעודיות בקיבוצים,עין גב,24620
32.960796,35.497583,"מחלקה סיעודית בית יונתן, קיבוץ כפר הנשיא",פרטי,גליל עליון 1,לשכת בריאות צפת,"ד""ר אבראהים רביע",04-6914871,04-6914871,צפת,מחלקות סיעודיות בקיבוצים,כפר הנשיא,24667
,,"מחלקה סיעודית בית כסיף, קיבוץ כפר בלום",פרטי,"קיבוץ כפר בלום, ד""נ גליל עליון 12150",לשכת בריאות צפת,"ד""ר רבינוביץ' אנטה",04-6948567,04-6948444,צפת,מחלקות סיעודיות בקיבוצים,כפר בלום,24642
32.55871,34.917816,"מחלקה סיעודית בית כרמל, קיבוץ מעגן מיכאל",פרטי,קיבוץ מעגן מיכאל,לשכת בריאות חדרה,"ד""ר גינזבורג יואב",054-3133914,,חדרה,מחלקות סיעודיות בקיבוצים,מעגן מיכאל,24654
32.663419,35.259861,"מחלקה סיעודית בית נועם, קיבוץ גניגר",פרטי,"קיבוץ גניגר, עמק יזרעאל",לשכת בריאות עפולה,"ד""ר סלימאן אחמד",052-3990364,04-6549104,יזרעאל,מחלקות סיעודיות בקיבוצים,גניגר,24602
,,"מחלקה סיעודית בית סביון, קבוצת יבנה",פרטי,"קבוצת יבנה, ד.נ.אבטח",לשכת בריאות רחובות,"ד""ר דיטש מיטל",050-6998984,08-8548697,רחובות,מחלקות סיעודיות בקיבוצים,קבוצת יבנה,24624
32.848666,35.523152,"מחלקה סיעודית בית סביון, קיבוץ גנוסר",פרטי,קיבוץ גנוסר,לשכת בריאות טבריה,"ד""ר סירצקי פאולינה",050-5800564,,כנרת,מחלקות סיעודיות בקיבוצים,גנוסר,24623
32.848666,35.523152,"מחלקה סיעודית בית סביון, קיבוץ גנוסר",פרטי,קיבוץ גנוסר,לשכת בריאות טבריה,"ד""ר סירצקי פאולינה",050-5800564,,כנרת,מחלקות סיעודיות בקיבוצים,גנוסר,24623
32.378035,34.983146,"מחלקה סיעודית בית סביון, קיבוץ המעפיל",פרטי,ד.נ. חפר,לשכת בריאות נתניה,"ד""ר ז'לודקוב סבטלנה",050-3024065,04-6367123,השרון,מחלקות סיעודיות בקיבוצים,המעפיל,24666
31.617698,34.753893,"מחלקה סיעודית בית עיינות, קיבוץ רמת דוד",פרטי,ק. רמת דוד,לשכת בריאות עפולה,"ד""ר עברי שמעון",050-7286621,,יזרעאל,מחלקות סיעודיות בקיבוצים,רמת דוד,24671
,,"מחלקה סיעודית בית על הנחל, קיבוץ ניר דוד",פרטי,קיבוץ ניר דוד ד.נ. גלבוע,לשכת בריאות עפולה,"ד""ר עברי שמעון",04-6488030,,יזרעאל,מחלקות סיעודיות בקיבוצים,ניר דוד (תל עמל),24627
33.225441,35.613727,"מחלקה סיעודית בית רחל, קיבוץ הגושרים",פרטי,ד.נ. גליל עליון,לשכת בריאות צפת,"ד""ר שרף אכרם",050-8465970,,צפת,מחלקות סיעודיות בקיבוצים,הגושרים,24659
32.793457,35.122208,"מחלקה סיעודית חמדת אבות, קיבוץ רמת יוחנן",פרטי,קיבוץ רמת יוחנן,לשכת בריאות חיפה,"ד""ר גורני משה",052-7350201,04-8459261,חיפה,מחלקות סיעודיות בקיבוצים,רמת יוחנן,24656
32.609356,35.094079,"מחלקה סיעודית מזור, קיבוץ רמת השופט",פרטי,קיבוץ רמת השופט,לשכת בריאות עפולה,"ד""ר פורת עמית",054-5841088,,יזרעאל,מחלקות סיעודיות בקיבוצים,רמת השופט,24679
,,"מחלקה סיעודית נאות בארי, קיבוץ בארי",פרטי,"קיבוץ בארי, ד.נ. הנגב",לשכת בריאות באר שבע,"ד""ר סטוליאר לאוניד",08-9949445,08-9949445,באר שבע,מחלקות סיעודיות בקיבוצים,בארי,24646
,,"מחלקה סיעודית נאות, קיבוץ כברי",פרטי,"קיבוץ כברי, ד.נ. אושרת",לשכת בריאות עכו,"ד""ר ורגה הילדיקו מריה",052-3727508,04-9952647,עכו,מחלקות סיעודיות בקיבוצים,כברי,24647
32.639307,35.446239,"מחלקה סיעודית נווה גזית, קיבוץ גזית",פרטי,קיבוץ גזית,לשכת בריאות עפולה,"ד""ר עברי שמעון",04-6768839,04-6769048,יזרעאל,מחלקות סיעודיות בקיבוצים,גזית,24672
33.239637,35.653953,"מחלקה סיעודית סב-דן, קיבוץ דן",פרטי,קיבוץ דן,לשכת בריאות צפת,"ד""ר רבינוביץ' אנטה",04-6953838,,צפת,מחלקות סיעודיות בקיבוצים,דן,24622
32.689296,35.574062,"מחלקה סיעודית סביון, קיבוץ בית זרע",פרטי,"קיבוץ בית זרע, עמק הירדן",לשכת בריאות טבריה,"ד""ר אדלשטיין רוני",054-7683053,04-6775559,כנרת,מחלקות סיעודיות בקיבוצים,בית זרע,24610
33.058979,35.433235,"מחלקה סיעודית סבים, קיבוץ ברעם",פרטי,"קיבוץ ברעם, גליל עליון",לשכת בריאות צפת,"ד""ר אבו ג'בל כמאל",052-8709482,04-6988345,צפת,מחלקות סיעודיות בקיבוצים,ברעם,24683
,,"מחלקה סיעודית עטרת צבי, קיבוץ טירת צבי",פרטי,"קיבוץ טירת צבי, ד.נ. עמק הירדן",לשכת בריאות עפולה,"ד""ר תורם משה אליעזר",04-6078775,,יזרעאל,מחלקות סיעודיות בקיבוצים,טירת צבי,24633
31.775691,34.720151,"מחלקה סיעודית, קיבוץ חצור",פרטי,קיבוץ חצור,לשכת בריאות אשקלון,"ד""ר חן ארצ'יל",,08-8579205,אשקלון,מחלקות סיעודיות בקיבוצים,חצור אשדוד,24711
33.1412178,35.6478714,"מחלקה סיעודית, קיבוץ להבות הבשן",פרטי,קיבוץ להבות הבשן,לשכת בריאות צפת,"ד""ר רבינוביץ' אנטה",052-8792732,,צפת,מחלקות סיעודיות בקיבוצים,להבות הבשן,24640
32.655468,35.416388,"מחלקה סיעודית, קיבוץ עין דור",פרטי,"קיבוץ עין דור, עמק יזרעאל",לשכת בריאות עפולה,"ד""ר קלברט מויסיי מיכאל",04-6770025,04-6768266,יזרעאל,מחלקות סיעודיות בקיבוצים,עין דור,24601
31.7934026,34.6408996,"המכון להפרעות בשינה, המרכז לבדיקות שינה ביתיות",פרטי,"הרצל ,1 בית יונייטד, קומה 1",לשכת בריאות אשקלון,"ד""ר שפירר יצחק",,,אשקלון,מכון לרפואת שינה,אשדוד,43706
32.7935452,35.0378439,"מכון לרפואת שינה אסותא, חיפה",פרטי,"קניון לב המפרץ, בי""ח אסותא חיפה",לשכת בריאות חיפה,"ד""ר דגן ירון",,,חיפה,מכון לרפואת שינה,חיפה,43702
31.768319,35.21371,מכון לרפואת שינה מרכז רפואי שערי צדק,ציבורי,ת.ד. 3235,לשכת בריאות ירושלים,"ד""ר כאהן קלימנט",,,ירושלים,מכון לרפואת שינה,ירושלים,43601
31.2405789,34.7918546,מכון רפואת שינה אסותא באר שבע,פרטי,לוחמי הגטאות 106,לשכת בריאות באר שבע,"ד""ר דגן ירון",,,באר שבע,מכון לרפואת שינה,באר שבע,43705
31.2405789,34.7918546,מכון רפואת שינה אסותא באר שבע,פרטי,לוחמי הגטאות 106,לשכת בריאות באר שבע,"ד""ר דגן ירון",,,באר שבע,מכון לרפואת שינה,באר שבע,43705
31.992552,34.7724235,"מכון רפואת שינה אסותא, ראשון לציון",פרטי,לזרוב 14,לשכת בריאות רחובות,"ד""ר דגן ירון",,,רחובות,מכון לרפואת שינה,ראשון לציון,43704
32.0696249,34.7936461,"מכון רפואת שינה אסותא, תל אביב",פרטי,יגאל אלון 96,לשכת בריאות תל אביב-יפו,"ד""ר דגן ירון",,,תל-אביב,מכון לרפואת שינה,תל אביב-יפו,43703
31.7862741,35.2189596,"מכון רפואת שינה בע""מ (טכניון) הדסה, שטראוס, ירושלים",ציבורי,שטראוס 24,לשכת בריאות ירושלים,"ד""ר פלד רון",,,ירושלים,מכון לרפואת שינה,ירושלים,43603
31.7617353,35.2107342,מכון רפואת שינה מדיסליפ משגב לדך,פרטי,חזקיהו המלך 27,לשכת בריאות ירושלים,"ד""ר כאהן קלימנט",,,ירושלים,מכון לרפואת שינה,ירושלים,43708
,,מכון רפואת שינה מילניום,פרטי,"רח' בורסקאי ,1 קרית העסקים, חדר 112",לשכת בריאות באר שבע,פרופ' טל אשר,08-6238106,,באר שבע,מכון לרפואת שינה,באר שבע,43701
32.096197,34.9461869,מכון רפואת שינה מרכז ד.נ.ש ראש העין,פרטי,וולפסון 16,לשכת בריאות פתח תקווה,"ד""ר גובר אלכסנדר",,,פתח תקווה,מכון לרפואת שינה,ראש העין,43707
32.7869484,34.9820178,מכון רפואת שינה מרכז רפואי כרמל,כללית,"מיכ""ל 7",לשכת בריאות חיפה,"ד""ר פישר דנה",,,חיפה,מכון לרפואת שינה,חיפה,43304
32.0801258,34.7898816,"מכון רפואת שינה מרכז רפואי ע""ש סוראסקי","ע""מ",ויצמן 6,לשכת בריאות תל אביב-יפו,פרופ' סיון יעקב,,,תל-אביב,מכון לרפואת שינה,תל אביב-יפו,43201
32.0881149,34.8671113,"מכון רפואת שינה מרכז רפואי רבין, קמפוס בילינסון",כללית,אתר בילינסון,לשכת בריאות פתח תקווה,פרופ' קרמר מרדכי ראובן,,,פתח תקווה,מכון לרפואת שינה,פתח תקוה,43301
32.184781,34.871326,"מכון רפואת שינה, בית חולים בית לוינשטיין",כללית,ת.ד. 3,לשכת בריאות פתח תקווה,"ד""ר רדבן הנריק",,,פתח תקווה,מכון לרפואת שינה,רעננה,43302
32.0477955,34.8438634,"מכון רפואת שינה, מרכז רפואי ע""ש שיבא",ממשלתי,תל השומר,לשכת בריאות תל אביב-יפו,"ד""ר שכטר-עמיר דליה",,,תל-אביב,מכון לרפואת שינה,רמת גן,43101
31.252973,34.791462,"מכון רפואת שינה,מרכז רפואי אוניברסיטאי סורוקה",כללית,ת.ד. 151,לשכת בריאות באר שבע,פרופ' טל אשר,08-6403049,,באר שבע,מכון לרפואת שינה,באר שבע,43303
32.4340458,34.9196518,"מרכז רפואת שינה בע""מ (טכניון) מרכז רפואי הלל יפה",ציבורי,ת.ד. 169,לשכת בריאות חדרה,"ד""ר פלד רון",,,חדרה,מכון לרפואת שינה,חדרה,43605
32.031376,34.770677,"מרכז רפואת שינה בע""מ (טכניון) מרכז רפואי וולפסון",ציבורי,הלוחמים 62,לשכת בריאות תל אביב-יפו,"ד""ר פלד רון",,,תל-אביב,מכון לרפואת שינה,חולון,43604
32.833112,34.9773779,"מרכז רפואת שינה בע""מ (טכניון) מרכז רפואי רמב""ם",ציבורי,"העליה ,8 בת גלים, ת.ד. 9602",לשכת בריאות חיפה,"ד""ר פלד רון",,,חיפה,מכון לרפואת שינה,חיפה,43602
32.4754801,34.9766276,"מרכז הגריאטרי המשולב ע""ש שוהם, פרדס-חנה",ממשלתי,"דרך הנדיב, פרדס חנה",לשכת בריאות חדרה,"ד""ר בוגוסלבסקי טניה",04-6377789,04-6375724,חדרה,מרכזים גריאטרים,פרדס חנה כרכור,22101
31.9551847,34.7902697,מרכז הגריאטרי ראשון לציון,ממשלתי,"רח' רמז 95 ת.ד. ,88 ראשל""צ",לשכת בריאות רחובות,"ד""ר כהן רוזנפלד ורה",03-9483444,03-9655226,רחובות,מרכזים גריאטרים,ראשון לציון,22103
32.2969265,34.8590184,מרכז רפואי גריאטרי דורות,ממשלתי,"הנביאים ,22 שיכון דורה",לשכת בריאות נתניה,"ד""ר מנדלסון גד",09-8630101,09-8630151,השרון,מרכזים גריאטרים,נתניה,22102
32.0923043,34.8222683,ג'י. איי רמת גן,פרטי,בן גוריון 32,לשכת בריאות תל אביב-יפו,"ד""ר סטפנסקי אירינה",03-6139000,03-5580640,תל-אביב,מרפאה אונקולוגית,רמת גן,58701
31.7812131,35.21556229999999,"""מרכז יפה""",פרטי,"בן יהודה ,34 מגדל העיר",לשכת בריאות ירושלים,לביא אמיר,02-6254162,,ירושלים,מרפאות כירורגיות,ירושלים,53706
31.7812131,35.21556229999999,"""מרכז יפה""",פרטי,"בן יהודה ,34 מגדל העיר",לשכת בריאות ירושלים,לביא אמיר,02-6254162,,ירושלים,מרפאות כירורגיות,ירושלים,53706
32.077467,34.79019,"אל.איי.פייס בע""מ (ECAF.A.L)",פרטי,"שד' שאול המלך ,37 ת.ד. 33234",לשכת בריאות תל אביב-יפו,זילברשטין אלדד יצחק,03-6783838,03-6783808,תל-אביב,מרפאות כירורגיות,תל אביב-יפו,53748
31.7840037,34.6528949,אסותא אשדוד,פרטי,"שד' מנחם בגין, מרכז כלנית, שער 2",לשכת בריאות אשקלון,מר שנידר רומן,,,אשקלון,מרפאות כירורגיות,אשדוד,53741
32.2782425,34.86056750000001,"חדר ניתוח פולג בע""מ",פרטי,"גיבורי ישראל ,7 ת.ד. 8336",לשכת בריאות נתניה,טנצר רון,09-8841933,,השרון,מרפאות כירורגיות,נתניה,53743
32.079548,34.775057,טי.אל.וי מדיקל סנטר,פרטי,ריינס 18,לשכת בריאות תל אביב-יפו,ברר מיכאל,03-5225171,03-5290231,תל-אביב,מרפאות כירורגיות,תל אביב-יפו,53747
32.0785277,34.7748559,"מ.ר.ב מרכז רפואי 1996 בע""מ - מרפאה כירורגית",פרטי,ריינס 6,לשכת בריאות תל אביב-יפו,חייטון אלכסיי,,,תל-אביב,מרפאות כירורגיות,תל אביב-יפו,53735
31.8862195,34.8138147,"מדילי בע""מ",פרטי,יהודה הלוי 36,לשכת בריאות רחובות,בהר מורט,,,רחובות,מרפאות כירורגיות,רחובות,53708
32.788988,35.0329446,מעיין - מרכז מתקדם לניתוחי עיניים,פרטי,מרקוני 10,לשכת בריאות חיפה,נפתלי מרדכי,04-6875000,,חיפה,מרפאות כירורגיות,חיפה,53746
32.0907594,34.8221886,מרכז רפואי נ.א.ר.א,פרטי,ז'בוטינסקי 155,לשכת בריאות תל אביב-יפו,ברסטיז'בסקי יורי,03-5755060,,תל-אביב,מרפאות כירורגיות,רמת גן,53723
32.1122669,34.7958357,מרכז רפואי רמת אביב,פרטי,"קניון רמת אביב, איינשטיין 40",לשכת בריאות תל אביב-יפו,וינטרוב דוד,,,תל-אביב,מרפאות כירורגיות,תל אביב-יפו,53726
32.0528771,34.8488858,מרכז רפואי שי,פרטי,גילדסגיים 4,לשכת בריאות תל אביב-יפו,מר גבעתי דפנה,03-6224040,03-6244580,תל-אביב,מרפאות כירורגיות,רמת גן,53749
32.082983,34.803404,מרכז רפואי שער העיר,פרטי,"ז'בוטינסקי ,7 קומה 21",לשכת בריאות תל אביב-יפו,כהן מאיר אבי זאב,03-6134737,,תל-אביב,מרפאות כירורגיות,רמת גן,53742
31.7617353,35.2107342,מרפאה כירורגית משגב לדך,מאוחדת,חזקיהו המלך 27,לשכת בריאות ירושלים,אלרם תמר,,,ירושלים,מרפאות כירורגיות,ירושלים,53D01
32.1371339,34.8400679,"מרפאה כירורגית שוורץ - ארד בע""מ",פרטי,הראשונים 62,לשכת בריאות תל אביב-יפו,שוורץ ארד דבורה,03-5437368,,תל-אביב,מרפאות כירורגיות,רמת השרון,53733
32.1104408,34.8411217,"מרפאה לכירורגיה קטנה ת.ל.מ של ד""ר רם אברהמי",פרטי,"הברזל ,31 רמת החייל",לשכת בריאות תל אביב-יפו,אברהמי רם,,,תל-אביב,מרפאות כירורגיות,תל אביב-יפו,53744
32.1078111,34.8378429,מרפאת עין טל,פרטי,"הברזל ,15 רמת החייל",לשכת בריאות תל אביב-יפו,אסיה אהוד,,,תל-אביב,מרפאות כירורגיות,תל אביב-יפו,53713
32.0696249,34.7936461,עיניים - אסותא השלום,פרטי,יגאל אלון 96,לשכת בריאות תל אביב-יפו,מץ חגית,03-7643283,,תל-אביב,מרפאות כירורגיות,תל אביב-יפו,53739
